Data_Abertura;Tipo;Motivo;Detalhe_Motivo;Status;Agrupamento;Nome;Porte;Grupo_Economico;UF
14/08/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;CLARO S/A;Grande;Claro;CE
27/03/2023;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
10/07/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RJ
06/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RN
08/09/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
31/03/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;RO
18/03/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
10/11/2022;Reclamação;NÃO INFORMADO;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SC
09/01/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;MT
03/01/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;OI S.A.;Grande;Oi;SP
12/12/2022;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;RS
07/08/2023;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
11/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RO
14/01/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;BA
24/09/2023;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
29/08/2023;Reclamação;NÃO INFORMADO;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
29/08/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
27/02/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;SERCOMTEL S.A.;Pequeno;N/A;RJ
15/05/2022;Reclamação;N/A;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;ES
11/10/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;DF
11/07/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;RS
11/08/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS
11/01/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP
19/12/2023;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ
30/06/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;BA
13/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PA
30/01/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;OI S.A.;Grande;Oi;MA
03/03/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
07/04/2023;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;CLARO S/A;Grande;Claro;RJ
12/12/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;EMBRATEL S.A.;Grande;Claro;CE
25/01/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;MA
24/08/2022;Reclamação;Contrato;Cancelamento não realizado;Em Andamento;SCM;Embratel S.A.;Grande;Claro;SC
29/07/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;BA
03/02/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;TIM CELULAR;Grande;N/A;AM
01/11/2022;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;OI S.A.;Grande;Oi;PR
08/12/2023;Reclamação;-;Cobrança indevida;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;CE
26/08/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS
12/08/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
04/07/2022;Reclamação;Cobrança;N/A;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
01/08/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;MG
06/08/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP
30/01/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
16/07/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;SC
02/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;EMBRATEL S.A.;Grande;Claro;RO
08/01/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
11/03/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Claro S/A;Grande;Claro;SP
10/06/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;RJ
05/12/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS
12/12/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PA
18/07/2022;Reclamação;Instalação;Prazo de instalação excedido;Não Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
09/05/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;MA
15/05/2023;Reclamação;Contrato;-;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PA
06/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
11/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;OI S.A.;Grande;Oi;SP
05/06/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;OI S.A.;Grande;Oi;SP
18/08/2022;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;PI
27/01/2023;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;CLARO S.A.;Grande;Claro;MG
03/01/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;DF
01/07/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;BA
19/09/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
25/03/2022;Reclamação;Cobrança;-;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
01/07/2023;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;EMBRATEL S.A.;Grande;Claro;PR
10/06/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S/A;Grande;Claro;CE
14/11/2023;Reclamação;Atendimento;Atendimento inadequado;Em Andamento;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RJ
25/10/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
30/09/2023;Reclamação;Contrato;Cancelamento não realizado;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;GO
31/03/2022;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;RS
02/08/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
30/11/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;RS
25/10/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SC
06/09/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
17/05/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;CLARO S.A.;Grande;Claro;PE
05/10/2023;Reclamação; ;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
27/06/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PR
11/02/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;Oi S.A.;Grande;Oi;PI
01/06/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
19/06/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;BA
18/06/2023;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;CLARO S.A.;Grande;Claro;PA
26/06/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;CLARO S/A;Grande;Claro;GO
28/11/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PI
27/04/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;MT
19/12/2023;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;CLARO S/A;Grande;Claro;SP
13/05/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;TIM CELULAR;NÃO INFORMADO;TIM Group;MT
24/04/2022;Reclamação;Outros;Outros;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;ES
28/08/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RO
25/03/2022;Reclamação;Falha;N/A;Respondida;SCM;CLARO S.A.;Grande;Claro;TO
26/06/2023;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
02/07/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;OI S.A.;Grande;Oi;RN
26/03/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;CE
29/04/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;OI S.A.;Grande;Oi;RJ
13/04/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;SP
27/08/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S/A;Grande;Claro;ES
12/07/2023;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;RS
24/11/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Oi S.A.;Grande;Oi;BA
24/10/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;AL
30/06/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
07/06/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;PE
30/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S/A;Grande;Claro;AM
09/09/2023;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
06/09/2023;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MA
07/07/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RN
22/03/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PR
14/07/2022;Reclamação;Outros;Outros;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PR
05/06/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;CLARO S.A.;Grande;Claro;PR
14/08/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;RS
26/06/2022;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;OI S.A.;Grande;Oi;CE
12/06/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S/A;Grande;Claro;BA
06/07/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;DF
05/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;PE
21/11/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RS
30/01/2023;Reclamação;Outros;Outros;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PA
09/10/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PE
07/06/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;CLARO S.A.;Grande;Claro;PB
27/01/2023;Reclamação;N/A;Prazo de instalação excedido;Respondida;SCM;CLARO S.A.;Grande;Claro;PA
05/11/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;BA
18/11/2022;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;CLARO S.A.;Grande;Claro;BA
19/12/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
12/08/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;PR
22/10/2022;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;OI S.A.;Grande;Oi;SC
01/03/2022;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
18/01/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PE
20/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PR
22/07/2022;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
27/09/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;PR
02/04/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;CE
27/10/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;OI S.A.;Grande;Oi;PE
30/08/2022;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;GO
12/06/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
07/04/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RJ
19/05/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S/A;Grande;Claro;MG
03/08/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;Embratel S.A.;Grande;Claro;MT
24/05/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;AM
25/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RO
02/11/2022;Reclamação;Falha;NÃO INFORMADO;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP
07/02/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PR
21/01/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
21/07/2023;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;CLARO S.A.;Grande;Claro;SP
30/04/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;ES
19/07/2023;Reclamação;Outros;Outros;Respondida;SCM;CLARO S.A.;Grande;Claro;MS
07/11/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
17/08/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
31/05/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PE
17/03/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;Claro S/A;Grande;Claro;BA
06/08/2023;Reclamação;Velocidade;N/A;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
16/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;Claro S.A.;Grande;Claro;PA
19/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;PE
03/09/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
05/10/2022;Reclamação;Velocidade; ;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;RJ
23/01/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;TO
19/06/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;GO
01/08/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SE
14/09/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;MS
06/03/2023;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;DF
06/04/2022;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;OI S.A.;Grande;Oi;SP
05/11/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RO
05/01/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
12/05/2023;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;EMBRATEL S.A.;Grande;Claro;SP
22/01/2022;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;CLARO S.A.;Grande;Claro;RS
24/08/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP
04/08/2023;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;CLARO S.A.;Grande;Claro;PA
15/05/2022;Reclamação;Cobrança;N/A;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SE
24/04/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
11/04/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;SP
01/10/2022;Reclamação;NÃO INFORMADO;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RJ
02/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;OI S.A.;Grande;Oi;MG
27/12/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ
04/09/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PA
12/03/2022;Reclamação;Velocidade;NÃO INFORMADO;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SC
02/07/2023;Reclamação;N/A;Falha/Interrupção do serviço;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
28/10/2023;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PR
03/08/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;-;ES
31/03/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;RN
25/10/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;CE
13/10/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Embratel S.A.;Grande;Claro;SP
10/04/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;PR
19/07/2022;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;OI S.A.;Grande;Oi;PR
16/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
01/10/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;RJ
30/09/2023;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SC
08/09/2022;Reclamação;Cobrança;NÃO INFORMADO;Respondida;SCM;OI S.A.;Grande;Oi;PR
09/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
03/08/2023;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;CLARO S.A.;Grande;Claro;SC
30/10/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;AP
12/03/2022;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;ES
28/05/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ
06/02/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;SE
01/08/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;Tim Celular;Grande;TIM Group;RS
01/02/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SC
26/02/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
01/09/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;PR
25/05/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MA
19/06/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PA
09/05/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP
27/01/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
26/05/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
08/09/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
02/03/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;DF
03/05/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PA
23/05/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PA
18/11/2022;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;CLARO S.A.;Grande;Claro;BA
18/06/2022;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PE
07/03/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PR
24/07/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;BA
30/10/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;PR
20/04/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;TO
24/09/2022;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;NÃO INFORMADO;BA
20/07/2023;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
27/01/2023;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;CLARO S.A.;Grande;Claro;SP
22/03/2022;Reclamação;Velocidade;NÃO INFORMADO;Respondida;SCM;Telefonica Brasil S.A.;Grande;Vivo;MT
29/09/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
09/05/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;GO
28/10/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;RJ
16/09/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande; ;SP
01/03/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;SP
25/12/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
28/04/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;BA
13/12/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;SC
10/06/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
06/12/2023;Reclamação;Contrato;Cancelamento não realizado;Em Andamento;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;MG
