ano_mes,marca,servico,solicitacoes
2018-12,ALGAR,SMP_Pré,49
2017-11,ALGAR,SeAC,48
2015-08,SERCOMTEL,SCM,48
2018-12,Brisanet,SCM,48
2020-01,SERCOMTEL,STFC,48
2017-04,ALGAR,SMP_Pré,47
2016-09,ALGAR,SeAC,47
2015-10,SERCOMTEL,SCM,47
2018-03,SERCOMTEL,SCM,47
2018-08,Brisanet,SCM,47
2015-06,ALGAR,SeAC,47
2018-10,ALGAR,SMP_Pré,47
2016-10,ALGAR,SeAC,46
2016-05,SERCOMTEL,SCM,46
2016-01,SERCOMTEL,SCM,46
2017-08,SERCOMTEL,STFC,46
2017-06,SERCOMTEL,STFC,46
2018-09,SERCOMTEL,SCM,46
2016-08,SERCOMTEL,STFC,46
2020-01,Outros,SMP_Pré,45
2019-12,Outros,SMP_Pré,45
2015-02,SERCOMTEL,SCM,45
2018-11,SERCOMTEL,SCM,45
2020-01,CABO TELECOM,SCM,44
2016-05,ALGAR,SeAC,44
2018-10,Brisanet,SCM,44
2020-02,CABO TELECOM,SCM,44
2016-04,ALGAR,SMP_Pré,44
2019-03,SERCOMTEL,STFC,43
2018-09,SERCOMTEL,SMP_Pós,43
2019-05,SERCOMTEL,SCM,43
2015-01,ALGAR,SMP_Pós,43
2020-03,SERCOMTEL,STFC,43
2019-11,CABO TELECOM,SCM,43
2016-01,ALGAR,SMP_Pré,43
2015-11,SERCOMTEL,SCM,42
2018-03,Correios Celular,SMP_Pré,42
2018-04,SERCOMTEL,SCM,42
2015-10,SERCOMTEL,STFC,42
2015-03,SERCOMTEL,SCM,42
2019-09,SERCOMTEL,SCM,42
2015-12,SERCOMTEL,SCM,42
2019-08,SERCOMTEL,SCM,41
2019-08,SERCOMTEL,STFC,41
2019-05,CABO TELECOM,SCM,41
2019-12,Outros,Interesse Restrito,41
2018-08,SERCOMTEL,STFC,41
2018-06,SERCOMTEL,SCM,41
2018-04,SERCOMTEL,STFC,40
2017-06,SERCOMTEL,SCM,40
2018-05,SERCOMTEL,STFC,40
2016-03,SERCOMTEL,STFC,39
2016-11,SERCOMTEL,STFC,39
2019-10,SERCOMTEL,STFC,39
2018-04,SERCOMTEL,SMP_Pré,39
2018-09,Brisanet,SCM,39
2016-08,SERCOMTEL,SCM,39
2017-01,SERCOMTEL,SCM,39
2017-09,SERCOMTEL,STFC,39
2018-01,SERCOMTEL,SCM,39
2019-03,SERCOMTEL,SMP_Pós,39
2017-05,SERCOMTEL,STFC,39
2015-10,ALGAR,SeAC,38
2018-09,ALGAR,SMP_Pré,38
2019-01,ALGAR,SMP_Pré,38
2018-01,Correios Celular,SMP_Pré,38
2015-09,SERCOMTEL,SCM,38
2018-02,Correios Celular,SMP_Pré,37
2015-04,SERCOMTEL,SCM,37
2018-04,Correios Celular,SMP_Pré,37
2016-12,SERCOMTEL,STFC,37
2019-09,SERCOMTEL,STFC,37
2018-07,SERCOMTEL,SCM,37
2017-02,SERCOMTEL,SCM,37
2017-09,SERCOMTEL,SCM,37
2016-04,SERCOMTEL,SCM,36
2018-03,SERCOMTEL,STFC,36
2015-01,SERCOMTEL,SCM,36
2018-05,SERCOMTEL,SCM,36
2019-11,SERCOMTEL,SCM,36
2019-05,SERCOMTEL,STFC,36
2019-07,CABO TELECOM,SCM,36
2018-06,SERCOMTEL,SMP_Pré,36
2019-04,SERCOMTEL,STFC,35
2017-04,SERCOMTEL,STFC,35
2019-08,CABO TELECOM,SCM,35
2017-08,SERCOMTEL,SMP_Pré,35
2016-09,SERCOMTEL,STFC,34
2019-07,SERCOMTEL,STFC,34
2018-12,SERCOMTEL,SCM,34
2017-05,SERCOMTEL,SMP_Pré,34
2016-07,SERCOMTEL,SCM,33
2019-09,CABO TELECOM,SCM,33
2019-10,CABO TELECOM,SCM,33
2018-02,SERCOMTEL,STFC,33
2018-06,SERCOMTEL,STFC,32
2017-04,SERCOMTEL,SCM,32
2016-06,SERCOMTEL,STFC,32
2015-06,SERCOMTEL,STFC,32
2018-08,SERCOMTEL,SCM,32
2018-04,SERCOMTEL,SMP_Pós,32
2018-09,SERCOMTEL,STFC,31
2017-05,SERCOMTEL,SCM,31
2020-02,Outros,Certificação,31
2020-02,SERCOMTEL,STFC,31
2019-12,CABO TELECOM,SCM,31
2018-07,CABO TELECOM,SCM,30
2019-03,CABO TELECOM,SCM,30
2018-07,SERCOMTEL,STFC,30
2016-09,OI,Outros,30
2019-06,SERCOMTEL,STFC,30
2015-01,ALGAR,SeAC,30
2015-06,SERCOMTEL,SCM,29
2017-03,SERCOMTEL,SCM,29
2019-06,SERCOMTEL,SCM,29
2020-05,Outros,SMP_Pré,29
2016-05,SERCOMTEL,STFC,29
2017-01,SERCOMTEL,STFC,28
2020-03,Outros,SMP_Pré,28
2018-05,SERCOMTEL,SMP_Pós,28
2016-12,SERCOMTEL,SCM,28
2018-03,SERCOMTEL,SMP_Pós,28
2018-10,SERCOMTEL,SMP_Pós,27
2016-10,SERCOMTEL,SCM,26
2018-05,Brisanet,SCM,26
2016-10,SERCOMTEL,STFC,26
2016-11,SERCOMTEL,SCM,26
2017-10,SERCOMTEL,SMP_Pré,26
2020-05,Outros,Interesse Restrito,26
2020-04,Outros,SMP_Pré,25
2018-04,Brisanet,SCM,25
2015-12,SERCOMTEL,SMP_Pré,25
2018-06,Brisanet,SCM,25
2018-03,Brisanet,SCM,25
2018-11,CABO TELECOM,SCM,25
2020-04,SERCOMTEL,STFC,24
2019-11,SERCOMTEL,STFC,24
2020-01,Outros,Certificação,24
2020-03,Outros,Certificação,24
2020-05,Outros,Certificação,23
2016-07,SERCOMTEL,STFC,23
2020-02,Outros,SMP_Pré,23
2017-02,SERCOMTEL,STFC,23
2019-02,CABO TELECOM,SCM,23
2019-11,Outros,Interesse Restrito,22
2018-02,SERCOMTEL,SMP_Pré,22
2018-07,Brisanet,SCM,22
2019-12,SERCOMTEL,STFC,22
2020-01,Outros,Interesse Restrito,22
2016-04,SERCOMTEL,STFC,21
2018-05,SERCOMTEL,SMP_Pré,20
2017-07,SERCOMTEL,SMP_Pré,20
2019-12,Correios Celular,SMP_Pós,20
2020-05,SERCOMTEL,STFC,20
2019-06,CABO TELECOM,SCM,20
2020-01,Correios Celular,SMP_Pós,20
2018-08,CABO TELECOM,SCM,19
2018-04,CABO TELECOM,SCM,19
2018-02,Brisanet,SCM,18
2018-10,CABO TELECOM,SCM,18
2018-03,CABO TELECOM,SCM,18
2020-03,Outros,Interesse Restrito,18
2018-12,CABO TELECOM,SCM,18
2020-03,Correios Celular,SMP_Pós,17
2020-02,Outros,Interesse Restrito,17
2018-05,CABO TELECOM,SCM,17
2018-01,SERCOMTEL,SMP_Pós,17
2018-03,SERCOMTEL,SMP_Pré,17
2018-06,SERCOMTEL,SMP_Pós,17
2020-04,Outros,Certificação,17
2018-12,SERCOMTEL,STFC,17
2018-02,SERCOMTEL,SMP_Pós,16
2018-09,CABO TELECOM,SCM,16
2018-02,CABO TELECOM,SCM,15
2017-12,SERCOMTEL,SMP_Pré,15
2018-06,CABO TELECOM,SCM,15
2018-01,Brisanet,SCM,15
2018-01,CABO TELECOM,SCM,15
2017-09,SERCOMTEL,SMP_Pré,15
2019-01,CABO TELECOM,SCM,14
2015-12,SERCOMTEL,SMP_Pós,14
2015-02,Outros,SMP_Pré,14
2019-10,Datora,STFC,14
2020-02,Correios Celular,SMP_Pós,13
2015-01,Outros,SMP_Pré,13
2016-10,OI,Outros,12
2018-01,SERCOMTEL,SMP_Pré,12
2015-11,SERCOMTEL,SMP_Pré,11
2019-04,CABO TELECOM,SeAC,11
2018-11,CABO TELECOM,SeAC,11
2018-10,SERCOMTEL,SMP_Pré,11
2020-04,Outros,Interesse Restrito,11
2019-07,NOSSA TV - BRASIL,SeAC,10
2018-11,NOSSA TV - BRASIL,SeAC,10
2016-03,OI,Outros,10
2019-03,SERCOMTEL,SMP_Pré,10
2016-04,OI,Outros,10
2018-05,CABO TELECOM,SeAC,10
2015-11,SERCOMTEL,SMP_Pós,9
2016-01,SERCOMTEL,SMP_Pré,9
2016-06,OI,Outros,9
2016-07,EMBRATEL,Outros,9
2019-05,CABO TELECOM,SeAC,9
2017-04,SERCOMTEL,SMP_Pré,8
2018-12,NOSSA TV - BRASIL,SeAC,8
2018-09,NOSSA TV - BRASIL,SeAC,8
2019-07,CABO TELECOM,STFC,8
2019-07,Datora,STFC,8
2017-05,SERCOMTEL,SMP_Pós,8
2016-11,OI,Outros,8
2019-06,CABO TELECOM,STFC,7
2019-11,SERCOMTEL,SMP_Pós,7
2016-09,SERCOMTEL,SMP_Pré,7
2016-04,EMBRATEL,Outros,7
2015-09,SKY,SMP_Pós,7
2019-03,NOSSA TV - BRASIL,SeAC,7
2019-02,NOSSA TV - BRASIL,SeAC,7
2019-02,Datora,STFC,6
2015-08,SERCOMTEL,SMP_Pré,6
2019-01,CABO TELECOM,SeAC,6
2016-05,OI,Outros,6
2018-03,CABO TELECOM,SeAC,6
2019-12,CABO TELECOM,SeAC,6
2018-05,Brisanet,SeAC,6
2018-04,NOSSA TV - BRASIL,SeAC,6
2016-02,OI,Outros,6
2019-11,CABO TELECOM,SeAC,6
2015-03,SERCOMTEL,SMP_Pré,6
2016-05,EMBRATEL,Outros,6
2018-07,NOSSA TV - BRASIL,SeAC,6
2018-04,CABO TELECOM,SeAC,6
2019-10,NOSSA TV - BRASIL,SeAC,6
2018-12,CABO TELECOM,SeAC,6
2019-03,CABO TELECOM,SeAC,6
2015-10,SERCOMTEL,SMP_Pré,5
2018-03,NOSSA TV - BRASIL,SeAC,5
2018-07,CABO TELECOM,SeAC,5
2015-02,CLARO,STFC,5
2017-08,SERCOMTEL,SMP_Pós,5
2018-12,Datora,STFC,5
2015-08,SERCOMTEL,SMP_Pós,5
2019-05,NOSSA TV - BRASIL,SeAC,5
2019-08,Datora,STFC,5
2019-07,CABO TELECOM,SeAC,5
2019-10,CABO TELECOM,SeAC,5
2018-08,CABO TELECOM,SeAC,5
2018-05,NOSSA TV - BRASIL,SeAC,5
2018-01,NOSSA TV - BRASIL,SeAC,5
2015-09,SERCOMTEL,SMP_Pós,5
2020-05,Correios Celular,SMP_Pós,5
2017-02,SERCOMTEL,SMP_Pré,5
2016-12,SERCOMTEL,SMP_Pré,5
2018-08,CABO TELECOM,STFC,5
2017-06,SERCOMTEL,SMP_Pós,5
2017-07,SERCOMTEL,SMP_Pós,4
2015-02,SKY,STFC,4
2019-04,CABO TELECOM,STFC,4
2018-01,CABO TELECOM,SeAC,4
2015-07,SERCOMTEL,SMP_Pré,4
2015-07,SERCOMTEL,SMP_Pós,4
2019-06,NOSSA TV - BRASIL,SeAC,4
2017-12,SERCOMTEL,SMP_Pós,4
2017-09,SERCOMTEL,SMP_Pós,4
2020-01,CABO TELECOM,SeAC,4
2016-11,SERCOMTEL,SMP_Pré,4
2019-05,CABO TELECOM,STFC,4
2016-03,SERCOMTEL,SMP_Pré,4
2016-03,SERCOMTEL,SMP_Pós,4
2019-09,NOSSA TV - BRASIL,SeAC,4
2018-06,NOSSA TV - BRASIL,SeAC,4
2016-06,SERCOMTEL,SMP_Pré,4
2019-05,Datora,STFC,4
2019-02,CABO TELECOM,SeAC,4
2016-06,EMBRATEL,SCM,3
2018-07,SERCOMTEL,SMP_Pré,3
2015-10,NET,Outros,3
2016-08,EMBRATEL,Outros,3
2019-11,Brisanet,SeAC,3
2015-08,SKY,SMP_Pós,3
2015-08,SKY,STFC,3
2018-05,CABO TELECOM,STFC,3
2017-03,SERCOMTEL,SMP_Pré,3
2015-09,SERCOMTEL,SMP_Pré,3
2019-02,CABO TELECOM,STFC,3
2020-02,CABO TELECOM,SeAC,3
2020-02,Brisanet,SeAC,3
2016-08,OI,Outros,3
2018-05,Datora,STFC,3
2016-01,SERCOMTEL,SMP_Pós,3
2016-09,EMBRATEL,Outros,3
2016-04,SKY,STFC,3
2015-06,SERCOMTEL,SMP_Pré,3
2017-01,SERCOMTEL,SMP_Pós,3
2020-04,CABO TELECOM,STFC,3
2019-06,CABO TELECOM,SeAC,3
2019-08,SERCOMTEL,SMP_Pré,3
2019-08,CABO TELECOM,SeAC,3
2020-04,CABO TELECOM,SeAC,3
2018-12,Brisanet,SeAC,3
2019-09,CABO TELECOM,STFC,3
2016-09,SERCOMTEL,SMP_Pós,3
2018-12,CABO TELECOM,STFC,3
2020-03,Brisanet,SeAC,3
2018-08,NOSSA TV - BRASIL,SeAC,3
2019-08,Brisanet,SeAC,3
2020-04,Correios Celular,SMP_Pós,3
2016-10,SERCOMTEL,SMP_Pré,3
2018-04,Datora,STFC,3
2015-02,EMBRATEL,SCM,3
2018-09,CABO TELECOM,STFC,3
2017-04,SERCOMTEL,SMP_Pós,3
2015-10,SERCOMTEL,SMP_Pós,3
2018-02,Brisanet,SeAC,3
2020-05,CABO TELECOM,SeAC,3
2019-12,Brisanet,SeAC,3
2019-01,NOSSA TV - BRASIL,SeAC,3
2018-10,CABO TELECOM,SeAC,3
2020-04,SERCOMTEL,SMP_Pré,3
2019-07,Brisanet,SeAC,3
2017-10,SERCOMTEL,SMP_Pós,3
2016-02,SERCOMTEL,SMP_Pós,2
2015-06,SKY,SMP_Pós,2
2017-11,SERCOMTEL,SMP_Pós,2
2019-09,CLARO,SCM,2
2018-08,SERCOMTEL,SMP_Pré,2
2020-03,CABO TELECOM,SeAC,2
2017-09,TIM,SeAC,2
2015-02,VIVO,Outros,2
2019-08,CABO TELECOM,STFC,2
2016-10,EMBRATEL,Outros,2
2018-06,CABO TELECOM,SeAC,2
2018-08,Datora,STFC,2
2017-02,SERCOMTEL,SMP_Pós,2
2019-09,CABO TELECOM,SeAC,2
2018-11,SERCOMTEL,SMP_Pós,2
2018-04,Brisanet,SeAC,2
2018-10,CABO TELECOM,STFC,2
2016-04,SERCOMTEL,SMP_Pré,2
2019-09,Datora,STFC,2
2018-04,CABO TELECOM,STFC,2
2018-07,Brisanet,SeAC,2
2019-05,SERCOMTEL,SMP_Pós,2
2018-09,Brisanet,SeAC,2
2018-01,Brisanet,SeAC,2
2015-02,SERCOMTEL,SMP_Pós,2
2019-08,NOSSA TV - BRASIL,SeAC,2
2017-01,SERCOMTEL,SMP_Pré,2
2020-04,Brisanet,SeAC,2
2015-05,SKY,SMP_Pós,2
2020-03,SERCOMTEL,SMP_Pós,2
2020-03,SERCOMTEL,SMP_Pré,2
2015-02,SKY,SMP_Pós,2
2015-08,OI,Outros,2
2016-12,SERCOMTEL,SMP_Pós,2
2019-04,Brisanet,SeAC,2
2015-02,SERCOMTEL,SMP_Pré,2
2019-03,CABO TELECOM,STFC,2
2019-06,Datora,STFC,2
2020-05,SERCOMTEL,SMP_Pré,2
2019-09,Brisanet,SeAC,2
2018-10,Brisanet,SeAC,2
2015-06,SERCOMTEL,SMP_Pós,2
2019-01,CABO TELECOM,STFC,2
2016-07,SERCOMTEL,SMP_Pré,2
2017-04,SKY,SMP_Pós,2
2015-10,SKY,STFC,2
2017-03,SERCOMTEL,SMP_Pós,2
2018-12,SERCOMTEL,SMP_Pré,2
2016-06,SERCOMTEL,SMP_Pós,2
2019-01,SERCOMTEL,SMP_Pós,2
2018-06,CABO TELECOM,STFC,2
2018-07,CABO TELECOM,STFC,2
2015-09,SKY,STFC,2
2019-02,Brisanet,SeAC,2
2018-06,Brisanet,SeAC,2
2020-05,CABO TELECOM,STFC,2
2019-11,CABO TELECOM,STFC,2
2020-01,SERCOMTEL,SMP_Pós,2
2019-05,Brisanet,SeAC,2
2016-05,SERCOMTEL,SMP_Pré,2
2018-07,Datora,STFC,2
2019-04,NOSSA TV - BRASIL,SeAC,2
2019-11,Datora,STFC,2
2018-02,NOSSA TV - BRASIL,SeAC,2
2015-09,NET,Outros,2
2018-12,SERCOMTEL,SMP_Pós,2
2018-02,CABO TELECOM,STFC,2
2018-06,SKY,STFC,2
2016-03,EMBRATEL,Outros,2
2016-07,SERCOMTEL,SMP_Pós,2
2019-02,SERCOMTEL,SMP_Pós,2
2018-08,Brisanet,SeAC,2
2020-01,Brisanet,SeAC,2
2015-01,SKY,SMP_Pós,2
2020-01,CABO TELECOM,STFC,2
2015-03,SKY,STFC,1
2015-03,NET,Outros,1
2015-01,TIM,Outros,1
2015-01,NEXTEL,SMP_Pré,1
2015-01,Intelig,STFC,1
2015-01,SERCOMTEL,SMP_Pré,1
2015-02,ALGAR,Outros,1
2015-01,CLARO,STFC,1
2018-11,SERCOMTEL,SMP_Pré,1
2015-01,SKY,Outros,1
2018-09,CABO TELECOM,SeAC,1
2015-02,NET,Outros,1
2015-04,SKY,STFC,1
2017-12,TIM,Outros,1
2017-11,SKY,STFC,1
2020-04,SERCOMTEL,SMP_Pós,1
2015-01,OI,Outros,1
2015-01,SERCOMTEL,SMP_Pós,1
2017-10,TIM,SeAC,1
2018-09,Datora,STFC,1
2018-11,Brisanet,SeAC,1
2018-11,SKY,SMP_Pré,1
2019-05,VIVO,Outros,1
2015-03,CLARO,STFC,1
2018-10,NOSSA TV - BRASIL,SeAC,1
2020-05,Brisanet,SeAC,1
2015-02,,,1
2015-03,NEXTEL,SeAC,1
2015-01,,,1
2019-05,SERCOMTEL,SMP_Pré,1
2020-05,SERCOMTEL,SMP_Pós,1
2015-04,SERCOMTEL,SMP_Pós,1
2015-02,OI,Outros,1
2018-10,Datora,STFC,1
2015-02,NEXTEL,Outros,1
2017-01,TIM,SeAC,1
2015-04,TIM,Outros,1
2016-02,SERCOMTEL,SMP_Pré,1
2016-08,SERCOMTEL,SMP_Pós,1
2016-08,SERCOMTEL,SMP_Pré,1
2016-07,SKY,SMP_Pós,1
2016-07,EMBRATEL,SCM,1
2019-10,SERCOMTEL,SMP_Pré,1
2019-07,SERCOMTEL,SMP_Pós,1
2016-06,EMBRATEL,Outros,1
2019-07,SERCOMTEL,SMP_Pré,1
2016-05,SERCOMTEL,SMP_Pós,1
2017-04,EMBRATEL,SCM,1
2019-03,TIM,SeAC,1
2019-11,Correios Celular,SMP_Pós,1
2016-04,SERCOMTEL,SMP_Pós,1
2017-11,TIM,SeAC,1
2019-11,SERCOMTEL,SMP_Pré,1
2016-03,TIM,SeAC,1
2016-03,SKY,STFC,1
2016-03,SKY,SMP_Pós,1
2019-01,SERCOMTEL,SMP_Pré,1
2018-06,Datora,STFC,1
2018-02,CABO TELECOM,SeAC,1
2019-10,CABO TELECOM,STFC,1
2017-02,SKY,STFC,1
2017-02,SKY,SMP_Pós,1
2016-11,TIM,SeAC,1
2018-03,NET,Outros,1
2017-01,NEXTEL,SMP_Pré,1
2019-03,Datora,STFC,1
2018-03,Datora,STFC,1
2016-12,TIM,SeAC,1
2016-12,SKY,STFC,1
2019-08,SERCOMTEL,SMP_Pós,1
2016-12,SKY,SMP_Pós,1
2019-08,TIM,SeAC,1
2016-11,SKY,SMP_Pós,1
2017-02,SKY,Outros,1
2016-11,SERCOMTEL,SMP_Pós,1
2019-03,Brisanet,SeAC,1
2018-03,CABO TELECOM,STFC,1
2016-10,SERCOMTEL,SMP_Pós,1
2016-10,NEXTEL,SeAC,1
2019-09,SERCOMTEL,SMP_Pós,1
2016-09,TIM,SeAC,1
2018-03,Brisanet,SeAC,1
2019-02,SERCOMTEL,SMP_Pré,1
2019-12,CABO TELECOM,STFC,1
2019-07,NET,Outros,1
2015-04,VIVO,Outros,1
2018-06,OI,Outros,1
2018-01,Datora,STFC,1
2020-02,SERCOMTEL,SMP_Pré,1
2020-02,SERCOMTEL,SMP_Pós,1
2017-08,NEXTEL,SeAC,1
2015-08,ALGAR,Outros,1
2015-07,VIVO,Outros,1
2015-07,SKY,STFC,1
2015-07,SKY,SMP_Pós,1
2017-08,OI,Outros,1
2015-07,NET,Outros,1
2020-03,CABO TELECOM,STFC,1
2015-06,SKY,STFC,1
2015-06,NET,Outros,1
2019-04,SERCOMTEL,SMP_Pré,1
2018-08,SERCOMTEL,SMP_Pós,1
2018-08,TIM,SeAC,1
2019-06,Brisanet,SeAC,1
2015-05,SERCOMTEL,SMP_Pós,1
2018-01,CABO TELECOM,STFC,1
2015-05,NET,Outros,1
2018-11,TIM,SeAC,1
2017-07,TIM,SeAC,1
2017-07,SKY,SMP_Pós,1
2015-08,TIM,Outros,1
2019-04,Datora,STFC,1
2016-01,TIM,SeAC,1
2019-01,Datora,STFC,1
2016-01,OI,Outros,1
2019-12,SERCOMTEL,SMP_Pós,1
2015-12,SKY,SMP_Pós,1
2015-12,SKY,Outros,1
2019-04,CLARO,Outros,1
2015-11,SKY,STFC,1
2019-01,Brisanet,SeAC,1
2015-10,VIVO,Outros,1
2015-08,VIVO,Outros,1
2015-10,TIM,Outros,1
2015-10,SKY,SMP_Pós,1
2019-06,VIVO,Outros,1
2020-01,SERCOMTEL,SMP_Pré,1
2015-10,CLARO,Outros,1
2015-09,VIVO,Outros,1
2019-06,SERCOMTEL,SMP_Pré,1
2018-07,SERCOMTEL,SMP_Pós,1
2018-07,TIM,SeAC,1
2017-11,,,1
